title,href,quantity,rating,price,oldPrice,savingText,category_1,category_2,category_3,price per 100
Leisi Square Puffed Pastry Dough 25x42cm,/en/inspiration-gifts/seasonal-promotions/swiss-week/leisi-square-puffed-pastry-dough-25x42cm/p/5646435,550g,4.5,5.3,,20% on 2 or more,seasonal-promotions,swiss-week,leisi-square-puffed-pastry-dough-25x42cm,0.96
Leisi Square Rolled Out Cake Base,/en/inspiration-gifts/seasonal-promotions/swiss-week/leisi-square-rolled-out-cake-base/p/6284830,550g,1.0,5.4,,20% on 2 or more,seasonal-promotions,swiss-week,leisi-square-rolled-out-cake-base,0.98
Nestlé Leisi Création Dessert Lemon Cake Mix,/en/food/inventories/baking-ingredients/baking-mixes/cake-mixes/nestle-leisi-creation-dessert-lemon-cake-mix/p/3346204,550g,4.5,5.95,,40% on 2 or more,inventories,baking-ingredients,baking-mixes,1.08
Prix Garantie Cake Base,/en/food/bread-baked-goods/dough-cake-base/cake-dough/prix-garantie-cake-base/p/6668612,500g,5.0,1.7,,,bread-baked-goods,dough-cake-base,cake-dough,0.34
Prix Garantie Pizza Dough,/en/food/bread-baked-goods/dough-cake-base/pizza-pasta-dough/prix-garantie-pizza-dough/p/5671246,800g,4.5,2.75,,,bread-baked-goods,dough-cake-base,pizza-pasta-dough,0.34
Prix Garantie puff pastry block,/en/food/bread-baked-goods/dough-cake-base/puff-pastry/prix-garantie-puff-pastry-block/p/6823790,500g,0.0,1.5,,,bread-baked-goods,dough-cake-base,puff-pastry,0.3
Prix Garantie puff pastry rectangular,/en/food/bread-baked-goods/dough-cake-base/puff-pastry/prix-garantie-puff-pastry-rectangular/p/6824021,270g,1.0,0.95,,,bread-baked-goods,dough-cake-base,puff-pastry,0.35
Prix Garantie Rolled Out Cake Base,/en/food/bread-baked-goods/dough-cake-base/cake-dough/prix-garantie-rolled-out-cake-base/p/6668613,310g,3.5,1.25,,,bread-baked-goods,dough-cake-base,cake-dough,0.4
Vol-au-vents 6x30g,/en/food/bread-baked-goods/dough-cake-base/cake-bases-tarts/vol-au-vents-6x30g/p/6787088,180g,0.0,2.2,,,bread-baked-goods,dough-cake-base,cake-bases-tarts,1.22
4-egg Spaetzle,/en/food/inventories/staples/pasta/noodles/4-egg-spaetzle/p/6769964,500g,0.0,2.7,,,inventories,staples,pasta,0.54
Arborio Risotto Rice,/en/food/inventories/staples/rice/risotto-vialone/arborio-risotto-rice/p/4438397,1000g,4.5,3.7,,,inventories,staples,rice,0.37
Assugrin Classic Sweetener 300 per Dispenser,/en/food/inventories/staples/flour-sugar/sweeteners/assugrin-classic-sweetener-300-per-dispenser/p/3031973,300PCE,4.0,3.95,,,inventories,staples,flour-sugar,0.01
Assugrin Classic Sweetener Refill Tablets,/en/food/inventories/staples/flour-sugar/sweeteners/assugrin-classic-sweetener-refill-tablets/p/3032342,600PCE,4.5,6.4,,,inventories,staples,flour-sugar,0.01
Assugrin Liquid Sweetener,/en/food/inventories/staples/flour-sugar/sweeteners/assugrin-liquid-sweetener/p/3452258,200ml,4.5,6.8,,,inventories,staples,flour-sugar,3.4
Assugrin Sweetener Powder,/en/food/inventories/staples/flour-sugar/sweeteners/assugrin-sweetener-powder/p/3032201,90g,5.0,4.6,,,inventories,staples,flour-sugar,5.11
Baktat Roasted Salted Sunflower Seeds,/en/food/inventories/staples/grains-corn-semolina/seeds/baktat-roasted-salted-sunflower-seeds/p/4830133,150g,2.5,2.25,,,inventories,staples,grains-corn-semolina,1.5
Barilla Albronzo Linguine,/en/food/inventories/staples/pasta/spaghetti/barilla-albronzo-linguine/p/6860673,400g,0.0,2.95,,,inventories,staples,pasta,0.74
Barilla Albronzo Mezzi Rigatoni,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-albronzo-mezzi-rigatoni/p/6860675,400g,0.0,2.95,,,inventories,staples,pasta,0.74
Barilla Albronzo Spaghettoni,/en/food/inventories/staples/pasta/spaghetti/barilla-albronzo-spaghettoni/p/6860672,400g,5.0,2.95,,,inventories,staples,pasta,0.74
Barilla Bavette No. 13 5x  500g,/en/food/inventories/staples/pasta/noodles/barilla-bavette-no-13/p/3032228,5x 500g,4.5,7.5,12.5,40%,inventories,staples,pasta,
Barilla Bucatini Nr. 9,/en/food/inventories/staples/pasta/spaghetti/barilla-bucatini-nr-9/p/3030674,500g,5.0,2.5,,,inventories,staples,pasta,0.5
Barilla Capellini Nr. 1,/en/food/inventories/staples/pasta/noodles/barilla-capellini-nr-1/p/3032077,500g,5.0,2.5,,,inventories,staples,pasta,0.5
Barilla Casarecce chickpeas,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-casarecce-chickpeas/p/6354543,250g,4.0,4.5,,,inventories,staples,pasta,1.8
Barilla Collezione Cannelloni n. 88,/en/food/inventories/staples/pasta/lasagna-sheets/barilla-collezione-cannelloni-n-88/p/3032107,250g,4.5,2.6,,,inventories,staples,pasta,1.04
Barilla Collezione Casarecce n. 87,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-collezione-casarecce-n-87/p/6724266,500g,5.0,2.8,,,inventories,staples,pasta,0.56
Barilla Collezione Castellane n. 280,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-collezione-castellane-n-280/p/3550655,500g,5.0,2.8,,,inventories,staples,pasta,0.56
Barilla Collezione Farfalle,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-collezione-farfalle/p/6860386,500g,0.0,2.5,,,inventories,staples,pasta,0.5
Barilla Collezione Fetuccine n. 166,/en/food/inventories/staples/pasta/noodles/barilla-collezione-fetuccine-n-166/p/3700358,500g,4.5,4.1,,,inventories,staples,pasta,0.82
Barilla Collezione Fusilli Bucati Corti n. 145,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-collezione-fusilli-bucati-corti-n-145/p/6724263,500g,4.5,2.8,,,inventories,staples,pasta,0.56
Barilla Collezione Lasagne green with spinach n. 200,/en/food/inventories/staples/pasta/lasagna-sheets/barilla-collezione-lasagne-green-with-spinach-n-200/p/3700500,500g,5.0,4.1,,,inventories,staples,pasta,0.82
Barilla Collezione Lasagne n. 189,/en/food/inventories/staples/pasta/lasagna-sheets/barilla-collezione-lasagne-n-189/p/3700499,500g,5.0,4.1,,,inventories,staples,pasta,0.82
Barilla Collezione Mezze Penne Tricolore n. 170,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-collezione-mezze-penne-tricolore-n-170/p/4219912,500g,5.0,3.2,,,inventories,staples,pasta,0.64
Barilla Collezione Orecchiette n. 56,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-collezione-orecchiette-n-56/p/3550656,500g,5.0,2.8,,,inventories,staples,pasta,0.56
Barilla Collezione Papiri,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-collezione-papiri/p/6756918,450g,5.0,2.8,,,inventories,staples,pasta,0.62
Barilla Collezione Tagliatelle green with spinach n. 167,/en/food/inventories/staples/pasta/noodles/barilla-collezione-tagliatelle-green-with-spinach-n-167/p/3700502,500g,5.0,4.1,,,inventories,staples,pasta,0.82
Barilla Collezione Tagliatelle n.16,/en/food/inventories/staples/pasta/noodles/barilla-collezione-tagliatelle-n16/p/3700501,500g,5.0,4.1,,,inventories,staples,pasta,0.82
Barilla Collezione Tortellini Prosciutto & Formaggi (cheese and ham),/en/food/ready-made-meals/conserved-ready-made-meals/ravioli-pastagerichte/barilla-collezione-tortellini-prosciutto-formaggi-cheese-and-ham/p/4310242,250g,4.5,4.3,,,ready-made-meals,conserved-ready-made-meals,ravioli-pastagerichte,1.72
Barilla Collezione Trofie n. 296,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-collezione-trofie-n-296/p/4219939,500g,5.0,2.8,,,inventories,staples,pasta,0.56
Barilla Coquillettes glutenfree,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-coquillettes-glutenfree/p/4798836,400g,4.5,3.5,,,inventories,staples,pasta,0.88
Barilla Emiliane Fettuccine Ricce,/en/food/inventories/staples/pasta/noodles/barilla-emiliane-fettuccine-ricce/p/4902339,250g,5.0,3.4,,,inventories,staples,pasta,1.36
Barilla Emiliane Tagliatelle,/en/food/inventories/staples/pasta/noodles/barilla-emiliane-tagliatelle/p/4458356,500g,5.0,4.85,,,inventories,staples,pasta,0.97
Barilla Fusilli 1kg,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-fusilli-1kg/p/3874986,1000g,0.0,3.4,,,inventories,staples,pasta,0.34
Barilla Fusilli glutenfree,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-fusilli-glutenfree/p/4798852,400g,5.0,3.5,,,inventories,staples,pasta,0.88
Barilla Fusilli No. 98,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-fusilli-no-98/p/3032225,500g,4.5,2.5,,,inventories,staples,pasta,0.5
Barilla Fusilli red lentils,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-fusilli-red-lentils/p/6354542,250g,4.0,4.5,,,inventories,staples,pasta,1.8
Barilla Gnocchi,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-gnocchi/p/3031315,500g,5.0,2.5,,,inventories,staples,pasta,0.5
Barilla Integrale Farfalle,/en/food/inventories/staples/pasta/wholegrain-pasta-products/barilla-integrale-farfalle/p/3851767,500g,5.0,3.2,,,inventories,staples,pasta,0.64
Barilla Integrale Fusilli,/en/food/inventories/staples/pasta/wholegrain-pasta-products/barilla-integrale-fusilli/p/3587475,500g,5.0,3.2,,,inventories,staples,pasta,0.64
Barilla Integrale Linguine (whole wheat),/en/food/inventories/staples/pasta/wholegrain-pasta-products/barilla-integrale-linguine-whole-wheat/p/6696600,500g,5.0,3.2,,,inventories,staples,pasta,0.64
Barilla Integrale Penne Rigate (whole wheat),/en/food/inventories/staples/pasta/wholegrain-pasta-products/barilla-integrale-penne-rigate-whole-wheat/p/3587474,500g,5.0,3.2,,,inventories,staples,pasta,0.64
Barilla Integrale Spaghetti,/en/food/inventories/staples/pasta/wholegrain-pasta-products/barilla-integrale-spaghetti/p/3587476,500g,5.0,3.2,,,inventories,staples,pasta,0.64
Barilla Integrale Tortiglioni (whole wheat),/en/food/inventories/staples/pasta/wholegrain-pasta-products/barilla-integrale-tortiglioni-whole-wheat/p/6696597,500g,3.5,3.2,,,inventories,staples,pasta,0.64
Barilla Lasagne glutenfree,/en/food/inventories/staples/pasta/lasagna-sheets/barilla-lasagne-glutenfree/p/6444416,250g,4.5,3.5,,,inventories,staples,pasta,1.4
Barilla Maccheroni Nr. 44,/en/food/inventories/staples/pasta/spirals-macaroni/barilla-maccheroni-nr-44/p/3030672,500g,4.5,2.5,,,inventories,staples,pasta,0.5
Barilla Penne Lisce,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-penne-lisce/p/3032223,500g,4.5,2.5,,,inventories,staples,pasta,0.5
Barilla Penne Rigate 1kg,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-penne-rigate-1kg/p/3874987,1000g,5.0,3.4,,,inventories,staples,pasta,0.34
Barilla Penne Rigate glutenfree,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-penne-rigate-glutenfree/p/4798850,400g,4.5,3.5,,,inventories,staples,pasta,0.88
Barilla Penne Rigate No. 73 5x  500g,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-penne-rigate-no-73/p/3032227,5x 500g,4.5,7.5,12.5,40%,inventories,staples,pasta,
Barilla Pipe Rigate,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-pipe-rigate/p/3032224,500g,0.0,2.5,,,inventories,staples,pasta,0.5
Barilla Rigatoni,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-rigatoni/p/3030673,500g,4.5,2.5,,,inventories,staples,pasta,0.5
Barilla Risoni,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-risoni/p/4094851,500 g,5.0,2.5,,,inventories,staples,pasta,0.5
"Barilla Risoni Rote Linsen, Kichererbsen und Erbsen",/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-risoni-rote-linsen-kichererbsen-und-erbsen/p/6696625,300g,4.5,4.5,,,inventories,staples,pasta,1.5
Barilla Risoni Rote Linsen und Kichererbsen,/en/food/inventories/staples/pasta/shaped-pasta-products/barilla-risoni-rote-linsen-und-kichererbsen/p/6696629,300g,4.5,4.5,,,inventories,staples,pasta,1.5
Barilla Spaghetti glutenfree,/en/food/inventories/staples/pasta/spaghetti/barilla-spaghetti-glutenfree/p/4798854,400g,5.0,3.5,,,inventories,staples,pasta,0.88
Barilla Spaghettini No. 3 5x  500g,/en/food/inventories/staples/pasta/spaghetti/barilla-spaghettini-no-3/p/3032602,5x 500g,4.5,7.5,12.5,40%,inventories,staples,pasta,
Barilla Spaghetti No. 5,/en/food/inventories/staples/pasta/spaghetti/barilla-spaghetti-no-5/p/3033241,1000 g,5.0,3.4,,,inventories,staples,pasta,0.34
Barilla Spaghetti No. 5 5x  500g,/en/food/inventories/staples/pasta/spaghetti/barilla-spaghetti-no-5/p/3032108,5x 500g,5.0,7.5,12.5,40%,inventories,staples,pasta,
Barilla Spaghetti red lentils,/en/food/inventories/staples/pasta/spaghetti/barilla-spaghetti-red-lentils/p/6499642,250g,5.0,4.5,,,inventories,staples,pasta,1.8
Barilla Spaghettoni No. 7 5x  500g,/en/food/inventories/staples/pasta/spaghetti/barilla-spaghettoni-no-7/p/3032109,5x 500g,5.0,7.5,12.5,40%,inventories,staples,pasta,
"Barilla Spaghettoni Nr. 7, 1kg",/en/food/inventories/staples/pasta/spaghetti/barilla-spaghettoni-nr-7-1kg/p/4940251,1000g,0.0,3.4,,,inventories,staples,pasta,0.34
Barilla Tagliatelle glutenfree,/en/food/inventories/staples/pasta/noodles/barilla-tagliatelle-glutenfree/p/6111512,300g,4.5,3.5,,,inventories,staples,pasta,1.17
Barilla Torsades / Girandole,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-torsades--girandole/p/6111470,500g,5.0,2.5,,,inventories,staples,pasta,0.5
Barilla Tortiglioni,/en/food/inventories/staples/pasta/penne-hollow-pasta/barilla-tortiglioni/p/3032111,500g,5.0,2.5,,,inventories,staples,pasta,0.5
Ben's Original Basmati Rice,/en/food/inventories/staples/rice/basmati-perfumed/ben-s-original-basmati-rice/p/4938038,1000g,3.5,7.95,,,inventories,staples,rice,0.8
Ben's Original Basmati Rice with 4 Cook Bags,/en/food/inventories/staples/rice/basmati-perfumed/ben-s-original-basmati-rice-with-4-cook-bags/p/3639109,500g,4.5,4.95,,,inventories,staples,rice,0.99
Ben's Original Express Basmati Rice,/en/food/inventories/staples/rice/basmati-perfumed/ben-s-original-express-basmati-rice/p/4474740,250g,4.5,2.7,,,inventories,staples,rice,1.08
Ben's Original Express Long Grain Rice,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-express-long-grain-rice/p/3386507,250g,5.0,2.7,,,inventories,staples,rice,1.08
Ben's Original Jasmin Rice,/en/food/inventories/staples/rice/basmati-perfumed/ben-s-original-jasmin-rice/p/4947815,1000g,3.0,6.95,,,inventories,staples,rice,0.7
Ben's Original Long Grain Rice 10 min.,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-long-grain-rice-10-min/p/4854369,2000g,3.0,9.95,,,inventories,staples,rice,0.5
Ben's Original Long Grain Rice 10 min.,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-long-grain-rice-10-min/p/3639191,1000g,4.5,5.95,,,inventories,staples,rice,0.6
Ben's Original Long Grain Rice 10 min. 8 Bags,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-long-grain-rice-10-min-8-bags/p/3956022,1000g,4.5,5.95,,,inventories,staples,rice,0.6
Ben's Original Long Grain Rice 20 min.,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-long-grain-rice-20-min/p/3639118,1000g,4.5,5.7,,,inventories,staples,rice,0.57
Ben's Original Long Grain Rice 20 min.,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-long-grain-rice-20-min/p/3639190,2000g,5.0,7.2,,,inventories,staples,rice,0.36
Ben's Original Risotto 15 Min.,/en/food/inventories/staples/rice/risotto-vialone/ben-s-original-risotto-15-min/p/3639192,1000g,4.5,5.45,,,inventories,staples,rice,0.55
Ben's Original Risotto 15 Min.,/en/food/inventories/staples/rice/risotto-vialone/ben-s-original-risotto-15-min/p/4972001,2000g,0.0,9.95,,,inventories,staples,rice,0.5
Ben's Original Tomato Herb Risotto,/en/food/inventories/staples/rice/risotto-vialone/ben-s-original-tomato-herb-risotto/p/3891289,250g,5.0,3.6,,,inventories,staples,rice,1.44
Ben's Original Whole Grain Rice,/en/food/inventories/staples/rice/long-grain-vitamin/ben-s-original-whole-grain-rice/p/4863506,1000g,4.0,4.95,,,inventories,staples,rice,0.5
Ben's Original Wild Rice Mix,/en/food/inventories/staples/rice/wholegrain-wild-brown/ben-s-original-wild-rice-mix/p/4938047,1000g,4.5,7.95,,,inventories,staples,rice,0.8
Ben's Original Wild Rice Mix with 4 Cook Bags,/en/food/inventories/staples/rice/wholegrain-wild-brown/ben-s-original-wild-rice-mix-with-4-cook-bags/p/3639110,500g,4.5,4.95,,,inventories,staples,rice,0.99
Berner Rösti,/en/food/inventories/staples/potato-products/roesti-gratin/berner-roesti/p/3030284,500g,4.5,2.85,,,inventories,staples,potato-products,0.57
Betty Bossi Backmehl,/en/food/inventories/staples/flour-sugar/flour/betty-bossi-backmehl/p/5655134,1000 g,4.5,1.95,,,inventories,staples,flour-sugar,0.19
Betty Bossi Icing Sugar,/en/food/inventories/staples/flour-sugar/powder-sugar-special-sugar/betty-bossi-icing-sugar/p/4944101,500g,5.0,1.5,,,inventories,staples,flour-sugar,0.3
Betty Bossi Icing Sugar Mill,/en/food/inventories/staples/flour-sugar/powder-sugar-special-sugar/betty-bossi-icing-sugar-mill/p/4949352,250g,4.5,1.7,,,inventories,staples,flour-sugar,0.68
Betty Bossi Poppy Seeds,/en/food/inventories/staples/grains-corn-semolina/seeds/betty-bossi-poppy-seeds/p/6567690,40g,3.0,1.2,,,inventories,staples,grains-corn-semolina,3.0
Betty Bossi Sugar Crystals,/en/food/inventories/staples/flour-sugar/powder-sugar-special-sugar/betty-bossi-sugar-crystals/p/6736444,250g,0.0,1.1,,,inventories,staples,flour-sugar,0.44
Betty Bossi Very Fine Sugar,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/betty-bossi-very-fine-sugar/p/4927583,600g,5.0,1.5,,,inventories,staples,flour-sugar,0.25
Bio Penne Rigate Dinkel 3x  400g,/en/food/inventories/staples/pasta/wholegrain-pasta-products/bio-penne-rigate-dinkel/p/4780196,3x 400g,4.5,6.8,10.2,33%,inventories,staples,pasta,
Bio spelt Drelli 3x  400g,/en/food/inventories/staples/pasta/shaped-pasta-products/bio-spelt-drelli/p/6682758,3x 400g,4.5,6.8,10.2,33%,inventories,staples,pasta,
Bio spelt Hörnli 3x  400g,/en/food/inventories/staples/pasta/spirals-macaroni/bio-spelt-hoernli/p/6688083,3x 400g,5.0,6.8,10.2,33%,inventories,staples,pasta,
Bio spelt Spaghetti 3x  500g,/en/food/inventories/staples/pasta/spaghetti/bio-spelt-spaghetti/p/6688081,3x 500g,5.0,7.4,11.1,33%,inventories,staples,pasta,
Blue Elephant Thai Jasmine Rice,/en/food/inventories/staples/rice/basmati-perfumed/blue-elephant-thai-jasmine-rice/p/3698165,500g,5.0,4.95,,,inventories,staples,rice,0.99
Braid Bread Flour,/en/food/inventories/staples/flour-sugar/flour/braid-bread-flour/p/6562476,1000g,5.0,2.5,,,inventories,staples,flour-sugar,0.25
Breadcrumbs,/en/food/inventories/staples/breadcrumbs-sauce-thickener/breadcrumbs/p/6222508,350g,4.5,1.45,,,inventories,staples,breadcrumbs-sauce-thickener,0.41
Brown Lentils,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/brown-lentils/p/6110429,500g,5.0,2.4,,,inventories,staples,grains-corn-semolina,0.48
Bschüssig 3-egg Pasta Shells,/en/food/inventories/staples/pasta/shaped-pasta-products/bschuessig-3-egg-pasta-shells/p/6758924,500g,0.0,3.45,,,inventories,staples,pasta,0.69
Bschüssig Schwinger macaroni 3-egg pasta,/en/food/inventories/staples/pasta/spirals-macaroni/bschuessig-schwinger-macaroni-3-egg-pasta/p/6758949,500g,0.0,3.45,,,inventories,staples,pasta,0.69
Bschüssig Spätzli 3 Ei,/en/food/inventories/staples/pasta/noodles/bschuessig-spaetzli-3-ei/p/6758983,500g,0.0,3.45,,,inventories,staples,pasta,0.69
Cacarola Arroz Carolino Rice,/en/food/inventories/staples/rice/long-grain-vitamin/cacarola-arroz-carolino-rice/p/6597728,1000 g,5.0,2.95,,,inventories,staples,rice,0.3
Caçarola Dried Black Beans,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/cacarola-dried-black-beans/p/3710925,500g,4.5,2.9,,,inventories,staples,grains-corn-semolina,0.58
Camolino Rice,/en/food/inventories/staples/rice/long-grain-vitamin/camolino-rice/p/3120061,1000g,4.5,2.6,,,inventories,staples,rice,0.26
Canderel Sweetener Tablets 300 Pieces,/en/food/inventories/staples/flour-sugar/sweeteners/canderel-sweetener-tablets-300-pieces/p/3032581,300PCE,5.0,4.95,,,inventories,staples,flour-sugar,0.02
Canderel Sweetner Refill Packets 500 Pieces,/en/food/inventories/staples/flour-sugar/sweeteners/canderel-sweetner-refill-packets-500-pieces/p/3031302,500PCE,4.0,6.95,,,inventories,staples,flour-sugar,0.01
Carnaroli Risotto Rice,/en/food/inventories/staples/rice/risotto-vialone/carnaroli-risotto-rice/p/5627251,2000g,0.0,7.95,,50% on 2 or more,inventories,staples,rice,0.4
Carnaroli Risotto Rice,/en/food/inventories/staples/rice/risotto-vialone/carnaroli-risotto-rice/p/3120066,1000g,5.0,4.2,,,inventories,staples,rice,0.42
Coop Jasmin Reis MH 1Kg,/en/food/inventories/staples/rice/basmati-perfumed/coop-jasmin-reis-mh-1kg/p/4085163,1000g,4.5,3.5,,,inventories,staples,rice,0.35
Coop Rösti fixfertig,/en/food/inventories/staples/potato-products/roesti-gratin/coop-roesti-fixfertig/p/3030163,750g,4.5,2.95,,,inventories,staples,potato-products,0.39
De Cecco Potato Gnocchi Pasta,/en/food/inventories/staples/pasta/shaped-pasta-products/de-cecco-potato-gnocchi-pasta/p/4853441,500g,4.5,2.95,,,inventories,staples,pasta,0.59
De Cecco Spaghetti Pasta,/en/food/inventories/staples/pasta/spaghetti/de-cecco-spaghetti-pasta/p/3031893,500g,5.0,2.95,,,inventories,staples,pasta,0.59
Dona White Beans 1kg,/en/food/inventories/canned-conserved/vegetables/beans-pulses/dona-white-beans/p/5934870,1000 g,5.0,3.8,,,inventories,canned-conserved,vegetables,0.38
Dried String Beans,/en/food/inventories/staples/grains-corn-semolina/lentils-beans-grains/dried-string-beans/p/3030094,100g,3.5,1.7,,,inventories,staples,grains-corn-semolina,1.7
Ebly Couscous Quinoa Mix,/en/food/inventories/staples/grains-corn-semolina/couscous-quinoa-tabbouleh/ebly-couscous-quinoa-mix/p/5756034,375g,5.0,4.5,,,inventories,staples,grains-corn-semolina,1.2
Ebly Original Pre-Cooked Wheat,/en/food/inventories/staples/grains-corn-semolina/couscous-quinoa-tabbouleh/ebly-original-pre-cooked-wheat/p/4938042,1000g,5.0,6.95,,,inventories,staples,grains-corn-semolina,0.7
Echt Entlebucher vo Härze Spelt Pasta,/en/food/inventories/staples/pasta/shaped-pasta-products/echt-entlebucher-vo-haerze-spelt-pasta/p/4705986,350g,4.5,5.6,,,inventories,staples,pasta,1.6
Entlebuch Tresse Bread Flour,/en/food/inventories/staples/flour-sugar/flour/entlebuch-tresse-bread-flour/p/5787890,500g,5.0,2.45,,,inventories,staples,flour-sugar,0.49
Erythrit,/en/food/inventories/staples/flour-sugar/sweeteners/erythrit/p/6336234,500g,5.0,6.5,,,inventories,staples,flour-sugar,1.3
Fairtrade Basmati Rice,/en/food/inventories/staples/rice/basmati-perfumed/fairtrade-basmati-rice/p/5627252,2000g,5.0,9.95,,50% on 2 or more,inventories,staples,rice,0.5
Fairtrade Basmati Rice,/en/food/inventories/staples/rice/basmati-perfumed/fairtrade-basmati-rice/p/4085161,1000g,4.5,4.95,,,inventories,staples,rice,0.5
Fairtrade Corse Raw Sugar,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/fairtrade-corse-raw-sugar/p/4407776,1000 g,5.0,2.1,,,inventories,staples,flour-sugar,0.21
Fairtrade Jasmine Rice,/en/food/inventories/staples/rice/basmati-perfumed/fairtrade-jasmine-rice/p/5627253,2000g,4.5,6.7,,50% on 2 or more,inventories,staples,rice,0.34
Fairtrade Refined Raw Sugar,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/fairtrade-refined-raw-sugar/p/4407778,1000 g,5.0,2.3,,,inventories,staples,flour-sugar,0.23
Fairtrade White Raw Sugar,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/fairtrade-white-raw-sugar/p/4793902,600g,5.0,1.3,,,inventories,staples,flour-sugar,0.22
Fine-crystal sugar IP Suisse,/en/food/inventories/staples/flour-sugar/sugar-cane-sugar/fine-crystal-sugar-ip-suisse/p/6582330,1000 g,4.5,1.0,,,inventories,staples,flour-sugar,0.1
Fine Food Carnaroli Super Fine Rice,/en/food/inventories/staples/rice/risotto-vialone/fine-food-carnaroli-super-fine-rice/p/3661466,250g,4.5,2.95,,,inventories,staples,rice,1.18
Fine Food Fregola Tostata,/en/food/inventories/staples/pasta/shaped-pasta-products/fine-food-fregola-tostata/p/6030301,500g,5.0,3.95,,,inventories,staples,pasta,0.79
Fine Food Lemon Wheat Tagliolini Pasta,/en/food/inventories/staples/pasta/noodles/fine-food-lemon-wheat-tagliolini-pasta/p/3699501,250g,3.5,5.5,,,inventories,staples,pasta,2.2
Fine Food Pappardelle Egg Pasta,/en/food/inventories/staples/pasta/noodles/fine-food-pappardelle-egg-pasta/p/3510131,400g,4.5,5.2,,,inventories,staples,pasta,1.3
Fine Food Pici Pasta,/en/food/inventories/staples/pasta/noodles/fine-food-pici-pasta/p/5769557,500g,5.0,4.5,,,inventories,staples,pasta,0.9
Fine Food Tagliatelle Egg Pasta,/en/food/inventories/staples/pasta/noodles/fine-food-tagliatelle-egg-pasta/p/3510133,500g,5.0,5.2,,,inventories,staples,pasta,1.04
Fine Food Venere Whole Grain Black Rice,/en/food/inventories/staples/rice/wholegrain-wild-brown/fine-food-venere-whole-grain-black-rice/p/3660254,250g,4.5,3.5,,,inventories,staples,rice,1.4
Fine Grain Dorata Polenta,/en/food/inventories/staples/grains-corn-semolina/polenta-bramata/fine-grain-dorata-polenta/p/3558976,750g,5.0,1.8,,,inventories,staples,grains-corn-semolina,0.24
Gala 3-Egg Butterfly Pasta,/en/food/inventories/staples/pasta/shaped-pasta-products/gala-3-egg-butterfly-pasta/p/4841440,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala 3-Egg Drelli,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-egg-drelli/p/4841624,500g,5.0,1.95,,,inventories,staples,pasta,0.39
Gala 3-Egg fine Hörnli Pasta,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-egg-fine-hoernli-pasta/p/4841625,500g,5.0,1.65,,,inventories,staples,pasta,0.33
Gala 3-Egg Medium Macaroni Pasta 4x  500g,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-egg-medium-macaroni-pasta/p/4841659,4x 500g,4.5,4.6,6.6,30%,inventories,staples,pasta,
Gala 3-Egg Spiral Pasta 4x  500g,/en/food/inventories/staples/pasta/spirals-macaroni/gala-3-egg-spiral-pasta/p/4841598,4x 500g,4.5,5.45,7.8,30%,inventories,staples,pasta,
